attributes;image_url;unit;category;article;sale_price;price;name;url;weight
Белки: ;/imgs/products_w/10082/zubnaya-pasta-blanx-black-s-uglem---116-g-1.jpeg;шт;Уход за полостью рта;10082;;510.6;Зубная паста BlanX Black с углем - 116 г;zubnaya-pasta-blanx-black-s-uglem---116-g.html;1
Белки: 10 г;/imgs/products_w/7565/fokachcha-s-parmezanom-i-rozmarinom---100-g-1.jpg;шт;Гриссини и фокачча ;7565;;245.8;Фокачча с пармезаном и розмарином Ecomarket.ru - 100 г;fokachcha-s-parmezanom-i-rozmarinom-ecomarket-ru---100-g.html;1
Белки: 0;/imgs/products_w/1068/uksus-yablochnyy-5--domashniy-500ml-bio-vila-natura-1.jpg;шт;Масло и уксус;1068;;315.7;Уксус Яблочный домашний 5% БИО VILA NATURA - 500 мл;uksus-yablochnyy-5--domashniy---500-ml-bio-vila-natura.html;1
Белки: ;/imgs/products_w/5407/zubnaya-pasta-dlya-slabyh-desen-s-aromatom-rozy-dentor-systema--cj-lion---120-g-1.jpg;шт;Уход за полостью рта;5407;;225.7;Зубная паста для слабых дёсен с ароматом розы Dentor Systema, CJ Lion ~ 120 г;zubnaya-pasta-dlya-slabyh-desen-s-aromatom-rozy-dentor-systema--cj-lion---120-g.html;1
Белки: ;/imgs/products_w/4923/zubnaya-pasta-kompleksnyy-uhod-so-vkusom-apelsina-systema-total-care--cj-lion---120-g-1.jpg;шт;Уход за полостью рта;4923;;216.7;Зубная паста комплексный уход со вкусом апельсина Systema Total Care, CJ Lion ~ 120 г;zubnaya-pasta-kompleksnyy-uhod-so-vkusom-apelsina-systema-total-care--cj-lion---120-g.html;1
Белки: ;/imgs/products_w/2639/konservy-dlya-sterilizovannyh-koshek--kusochki-v-souse--pauch--royal-canin-sterilised---85-g-1.jpg;шт;Кошки и собаки;2639;;89.86;Консервы для стерилизованных кошек, кусочки в соусе  Royal Canin Sterilised ~ 85 г;konservy-dlya-sterilizovannyh-koshek--kusochki-v-souse--pauch--royal-canin-sterilised---85-g.html;1
Белки: ;/imgs/products_w/2500/uksus-balzamicheskiy-modena-igp-stilla---250-ml--1.jpg;шт;Масло и уксус;2500;;295.3;Уксус бальзамический Модена, IGP Stilla - 250 мл;uksus-balzamicheskiy-modena--igp-stilla---250-ml.html;1
Белки: 9,51;/imgs/products_w/9986/syrniki-kokosovye-s-keshyu-5-sht---250-g-1.jpeg;шт;Завтраки и сэндвичи | Готовая еда vegan;9986;;330.8;Сырники кокосовые с кешью Ecomarket.ru 5 шт ~ 250 г;syrniki-kokosovye-s-keshyu-ecomarket-ru-5-sht---250-g.html;1
Белки: 4,4;/imgs/products_w/11783/morozhenoe-plombir--gorkiy-shokolad--massovaya-dolya-molochnogo-zhira-12--330-gr-1.jpg;шт;Мороженое;11783;369.9;369.9;Мороженое пломбир Горький шоколад Ecomarket.ru - 330 г;morozhenoe-plombir--gorkiy-shokolad--massovaya-dolya-molochnogo-zhira-12--330-gr.html;1
Белки: ;/imgs/products_w/3849/tualetnaya-bumaga-papia-deluxe---8-sht---v-upakovke-1.jpg;шт;Предметы личной гигиены;3849;;298.6;Туалетная бумага Papia Deluxe ~ 8 шт.  в упаковке;tualetnaya-bumaga-papia-deluxe---8-sht---v-upakovke.html;1
Белки: 10,5 г.;/imgs/products_w/7435/zakuska-humus-s-gribami--200-gr--volkomolko--1.jpg;шт;Бакалея vegan;7435;;169.2;Хумус С грибами, Volko Molko - 200 г;zakuska-humus-s-gribami---200-g-volkomolko.html;1
Белки: 8.8;/imgs/products_w/9486/granola-s-grechishnym-gorkim-shokoladom---75-g-1.1618671403.jpg;шт;Каша, мюсли, гранола;9486;;164.2;Гранола с гречишным горьким шоколадом - 75 г;granola-s-grechishnym-gorkim-shokoladom---75-g.html;1
Белки: 19;/imgs/products_w/9489/seld-file-s-s-v-u-250-g-1.jpg;шт;Рыба и морепродукты;9489;;195.05;Сельдь филе слабого соления Ecomarket.ru - 250 г;seld-file-slabogo-soleniya-ecomarket-ru---250-g.html;1
Белки: 6;/imgs/products_w/1305/yogurt-grecheskiy-s-nachinkoy-ezhevika-malina-125-g-1.jpg;шт;Йогурты и кисломолочные;1305;;45.6;Йогурт Греческий с начинкой Ежевика-малина 3% - 125 г;yogurt-grecheskiy-s-nachinkoy-ezhevika-malina-3----125-g.html;1
Белки: ;/imgs/products_w/7709/priprava-dlya-grilya--santa-maria---17-g-1.jpg;шт;Приправы и специи;7709;;99.5;Приправа для гриля, Santa Maria - 17 г;priprava-dlya-grilya--santa-maria---17-g.html;1
Белки: ;/imgs/products_w/6432/sok-marakuyya-100--benature-alyum-banka-250-ml--1.jpg;шт;Соки и нектары;6432;;112.8;"Сок ""Маракуйя"" 100% - 250 мл";sok-marakuyya-100--benature-alyum-banka---250-ml.html;1
Белки: 8,9;/imgs/products_w/9504/bio-pasta-orehovaya-nuga-biogourmet-1.jpg;шт;Ореховые пасты и сиропы;9504;;1345.7;Био Паста Ореховая Нуга, BioGourmet - 400 г;bio-pasta-orehovaya-nuga-biogourmet.html;1
Белки: 7,0;/imgs/products_w/11045/pechene-c-kakao-i-fundukom-bio-bez-glyutena--naturotti---300-g--1.jpg;шт;Печенье, вафли и крекеры;11045;;495.8;Печенье c Какао и Фундуком Био без глютена, Naturotti - 300 г;pechene-c-kakao-i-fundukom-bio-bez-glyutena--naturotti---300-g-.html;1
Белки: ;/imgs/products_w/4394/chay-chernyy-bayhovyy-english-breakfast--simon-levelt---10-paketikov-1.jpg;шт;Чай;4394;;295.5;Чай чёрный байховый English Breakfast, Simon Levelt ~ 10 пакетиков;chay-chernyy-bayhovyy-english-breakfast--simon-levelt---10-paketikov.html;1
Белки: 8,59 г.;/imgs/products_w/7723/pirozhnoe-vegetarianskoe-klubnika-chernika---130-g-1.jpg;шт;Йогурты, мороженое vegan;7723;;255.8;Десерт веганский клубника-черника Ecomarket.ru - 130 г;desert-veganskiy-klubnika-chernika-ecomarket-ru---130-g.html;1
Белки: 3;/imgs/products_w/5420/napitok-soevo-bananovyy-alpro--1-l-1.jpg;шт;Напитки vegan;5420;;289.5;Напиток соево-банановый, ALPRO - 1 л;napitok-soevo-bananovyy--alpro---1-l.html;1
Белки: ;/imgs/products_w/8236/moloko-organicheskoe-ecomarket---1-l-1.jpg;шт;Молоко и сливки;8236;;125.85;Молоко органическое жир. 3,5 - 5,2% Ecomarket.ru  - 1 л;moloko-organicheskoe-zhir--3-5---5-2--ecomarket-ru----1-l-.html;1
Белки: ;/imgs/products_w/816/rozovaya-gimalayskaya-sol-200-g---fil-gud--1.jpg;шт;Мука, соль, сахар, сода;816;;238.7;Соль Розовая Гималайская молотая - 200 г;sol-rozovaya-gimalayskaya-molotaya---200-g--fil-gud-.html;1
Белки: ;/imgs/products_w/7732/mineralnaya-voda-perrier-gazirovannaya-s-sokom-persika--vishni---250-ml-1.1611060431.jpg;шт;Газировка и лимонады;7732;;85.8;Минеральная вода Perrier газированная с соком персика, вишни ~ 250 мл;mineralnaya-voda-perrier-gazirovannaya-s-sokom-persika--vishni---250-ml.html;1
Белки: 0.8;/imgs/products_w/1593/yablochno-morkovnyy-fresh---0-4-l--1.1612086856.jpg;шт;Фреш и смузи;1593;195.6;195;"Фреш ""Яблочно-Морковный"" - 400 мл";yablochno-morkovnyy-fresh---400-ml.html;1
Белки: ;/imgs/products_w/4925/zubnaya-pasta-kompleksnyy-uhod-so-vkusom-myaty-systema-total-care--cj-lion---120-g-1.jpg;шт;Уход за полостью рта;4925;;245.7;Зубная паста комплексный уход со вкусом мяты Systema Total Care, CJ Lion ~ 120 г;zubnaya-pasta-kompleksnyy-uhod-so-vkusom-myaty-systema-total-care--cj-lion---120-g.html;1
Белки: 22,4 г.;/imgs/products_w/81/mindal-zharenyy---500-gr--semushka-1.1612347999.jpg;шт;Семена и орехи;81;;718.5;Миндаль жареный ~ 500 г;mindal-zharenyy---500-g-semushka.html;1
Белки: 5.2;/imgs/products_w/95/kuraga-zheltaya-naturalnaya--turciya---500-g-semushka-1.jpeg;шт;Сухофрукты и цукаты;95;;418.5;Курага желтая натуральная - 500 г;kuraga-zheltaya-naturalnaya--turciya---500-g-semushka.html;1
Белки: ;/imgs/products_w/12138/kakao-napitok-rastvorimyy-goryachiy-shokolad-plyus-banka-125-g--1.jpg;шт;Какао и горячий шоколад;12138;;395.5;Какао-напиток растворимый Горячий Шоколад Плюс - 125 г;kakao-napitok-rastvorimyy-goryachiy-shokolad-plyus-banka-125-g-.html;1
Белки: 3,9;/imgs/products_w/11893/salat-grecheskiy---300g-1.jpg;шт;Ресторан Ecomarket | Салаты и готовые блюда;11893;;345.2;Салат Греческий с фетой - 300г;salat-grecheskiy-s-fetoy---300g.html;1
Белки: 4,35;/imgs/products_w/12405/chak-chak-ecomarket-ru---200-g-1.jpg;шт;Выпечка и пахлава | Торты и пирожные;12405;;149.8;Чак-Чак Ecomarket.ru - 200 г;chak-chak-ecomarket-ru---200-g.html;1
Белки: 12;/imgs/products_w/886/makaronnye-izdeliya-spirelli-s-krapivoy--alce-nero---500-g--1.jpg;шт;Макаронные изделия ;886;;276.52;Макаронные изделия Спирелли с крапивой, Alce Nero - 500 г;makaronnye-izdeliya-spirelli-s-krapivoy--alce-nero---500-g.html;1
Белки: ;/imgs/products_w/7545/pomidory-vyalenye-v-masle-antica-conserveria---280-ml--1.jpg;шт;Овощные консервы;7545;;525.8;Помидоры вяленые в масле, Antica Conserveria - 280 мл;pomidory-vyalenye-v-masle--antica-conserveria---280-ml.html;1
Белки: 4,67;/imgs/products_w/2434/smes-dlya-blinov--12-blinchikov----0-9-l-1.jpeg;шт;Только приготовить ;2434;;235.8;Смесь для блинов (12 блинчиков) Ecomarket.ru - 900 мл;smes-dlya-blinov--12-blinchikov--ecomarket-ru---900-ml.html;1
Белки: 24.11;/imgs/products_w/8586/syr-domashniy-slivochnyy-ecomarket-ru---250-g-1.jpeg;шт;Сыры ;8586;;327;Сыр домашний сливочный Ecomarket.ru - 230 г;syr-domashniy-slivochnyy-ecomarket-ru---230-g.html;1
Белки: 0,2 г.;/imgs/products_w/6806/maslo-ghi-ecomarket-ru---200-g-1.jpg;шт;Масло, творог, сметана;6806;;299.5;Масло ГХИ Ecomarket.ru ~ 200 г;maslo-ghi-ecomarket-ru---200-g.html;1
Белки: 19.2;/imgs/products_w/1175/kurinye-krylya---500-gr-1.jpg;кг;Птица и дичь;1175;;137.8;Куриные крылья Халяль Ecomarket.ru ~ 500 г;kurinye-krylya-ecomarket-ru-ohl----500-g.html;0.5
Белки: 13.5;/imgs/products_w/410/hlebnye-palochki-mini-eko-bio-s-rozmarinom-bio-eko-s-r-l-150g-1.jpg;шт;Гриссини и фокачча ;410;;235.6;Хлебные палочки мини с розмарином - 150 г;hlebnye-palochki-mini-eko-bio-s-rozmarinom-bio-eko-s-r-l-150-g.html;1
Белки: ;/imgs/products_w/7070/ochistitel-dlya-igrushek-i-igrovyh-poverhnostey-attitude---475-ml--1.jpg;шт;Бытовая химия;7070;;915.8;Очиститель для игрушек и игровых поверхностей, ATTITUDE - 475 мл;ochistitel-dlya-igrushek-i-igrovyh-poverhnostey--attitude---475-ml.html;1
Белки: ;/imgs/products/5535/mangal-diplomat-s-shampurami-forester-bc-781r-1.1591018964.jpg;шт;Дача и пикник;5535;;3175.8;Мангал-дипломат в пластиковом кейсе Forester BC-781С;mangal-diplomat-v-plastikovom-keyse-forester-bc-781s.html;1
Белки: 8,97;/imgs/products_w/3232/sosiski-v-teste-2-sht---260-g-1.1611145552.jpg;шт;Выпечка и пахлава;3232;;215.8;Сосиски в тесте Ecomarket.ru 2 шт - 240 г;sosiski-v-teste-ecomarket-ru-2-sht---240-g.html;1
Белки: ;/imgs/products_w/11686/rebra-govyazhi-ecomarket-ru---1-4-kg-1.jpg;кг;Говядина и баранина;11686;;945.9;Ребра говяжьи Халяль Ecomarket.ru ~ 1 кг;rebra-govyazhi-ecomarket-ru---1kg.html;1
Белки: ;/imgs/products_w/12455/drevesnyy-napolnitel-s-gornym-kiparisom--7l--ultrakomkuyuschayasya-seriya---1.jpg;шт;Наполнители и пленки;12455;;1075.68;Древесный наполнитель для туалета Happy Pet с горным кипарисом - 7 л Япония;drevesnyy-napolnitel-dlya-tualeta-happy-pet-s-gornym-kiparisom---7-l-yaponiya.html;1
Белки: ;/imgs/products_w/688/voda-mineralnaya-petroglyph---1-25-l--1.jpg;шт;Вода;688;;135.8;Вода минеральная, Petroglyph - 1,25 л;voda-mineralnaya--petroglyph---1-25-l.html;1
Белки: 10,77;/imgs/products_w/10929/nastoyaschiy-kokosovyy-desert-v-belom-shokolade-ecomarket-ru---160-g-1.jpeg;шт;Шоколад и батончики;10929;210.8;265.8;Настоящий кокосовый десерт в белом шоколаде Ecomarket.ru - 160 г;nastoyaschiy-kokosovyy-desert-v-belom-shokolade-ecomarket-ru---160-g.html;1
Белки: ;/imgs/products_w/10934/kolbasa-p-k-prazdnichnaya-nat-ob----300gr-1.jpg;кг;Мясные деликатесы;10934;;355.74;Колбаса полукопченая Праздничная Халяль ~ 300 г;prazdnichnaya-kolbasa-p-k-nat-ob---vak-up-.html;0.3
Белки: 56.6;/imgs/products_w/5560/spirulina-organicheskaya-molotaya---100-g-ufeelgood-1.jpeg;шт;Суперфуды ;5560;;395.8;Спирулина органическая молотая - 100 г;spirulina-organicheskaya-molotaya---100-g-ufeelgood.html;1
Белки: 0;/imgs/products_w/3517/karibu-kombucha-klassicheskiy-na-organicheskom-zelenom-chae---330-ml--1.jpg;шт;Холодный чай, квас;3517;135.7;135.7;Карибу комбуча Классический на органическом зелёном чае - 330 мл;karibu-kombucha-klassicheskiy-na-organicheskom-zelenom-chae---330-ml.html;1
Белки: 24 г.;/imgs/products_w/7613/moringa-tabletki---60-sht---1.jpg;шт;Витамины и бады | Суперфуды и протеины ;7613;;269.9;Моринга таблетки Ecomarket.ru - 60 шт;moringa-tabletki-ecomarket-ru---60-sht--.html;1
Белки: 7;/imgs/products_w/3525/flaychipsy-zernovye--s-tomatom-i-olivkami---40-g--1.jpg;шт;Чипсы и снеки;3525;;95.8;Флайчипсы зерновые с томатом и оливками - 40 г;flaychipsy-zernovye-s-tomatom-i-olivkami---40-g.html;1
Белки: 5;/imgs/products_w/10694/brusketta-iz-vyalenyh-tomatov-s-olivkami---190-g-1.1619985631.jpg;шт;Соусы, кетчупы ;10694;;294.8;Брускетта из вяленых томатов с оливками - 190 г;brusketta-iz-vyalenyh-tomatov-s-olivkami---190-g.html;1
Белки: ;/imgs/products_w/12490/balzam-dlya-gub-hempz-spf-15--14-5-g--lip-balm-spf-15---1.jpg;шт;Уход за кожей лица;12490;;740.5;Бальзам для губ Hempz SPF 15 - 14,5 г;balzam-dlya-gub-hempz-spf-15--14-5-g--lip-balm-spf-15--.html;1
Белки: 0.3;/imgs/products_w/6353/pyure-speloe-yabloko-s-4-mesyacev--gerber---90-g-1.jpg;шт;Детское питание;6353;;125.41;Пюре Спелое яблоко с 4 месяцев, Gerber ~ 90 г;pyure-speloe-yabloko-s-4-mesyacev--gerber---90-g.html;1
Белки: ;/imgs/products_w/2772/nozhi-biorazlagaemye---6-sht-1.jpg;шт;Одноразовая посуда ;2772;;59.9;Ножи биоразлагаемые ~ 6 шт;nozhi-biorazlagaemye---6-sht.html;1
Белки: 11,55;/imgs/products_w/7134/tvorozhnye-syrki-v-belom-shokolade-s-greckim-orehom-4-sht---240-g-1.jpg;шт;Сырки и десерты;7134;;265.8;Творожные сырки в белом шоколаде с грецким орехом Ecomarket.ru 4 шт - 240 г;tvorozhnye-syrki-v-belom-shokolade-s-greckim-orehom-ecomarket-ru-4-sht---240-g.html;1
Белки: 17;/imgs/products_w/5603/sosiski-iz-rastitelnogo-myasa-beyond-meat---10-sht-1.jpg;шт;Растительные vegan;5603;;4495.5;Сосиски из растительного мяса Beyond Meat зам. - 10 шт;sosiski-iz-rastitelnogo-myasa-beyond-meat-zam----10-sht.html;1
Белки: 0 г.;/imgs/products_w/1764/krem-med-s-pylcoy-ecomarket-ru---480-g-1.jpg;шт;Мёд и урбеч;1764;;495.3;Крем-мед с пыльцой Ecomarket.ru - 480 г;krem-med-s-pylcoy-ecomarket-ru---480-g.html;1
Белки: 11.1;/imgs/products_w/4840/hlopya-iz-pshenicy-spelty-celnozernovye--chernyy-hleb---500-g-1.jpeg;шт;Крупы, бобовые и смеси;4840;;199.4;"Хлопья из пшеницы спельты цельнозерновые, ""Чёрный Хлеб"" - 500 г";hlopya-iz-pshenicy-spelty-celnozernovye--chernyy-hleb---500-g.html;1
Белки: 4,8;/imgs/products_w/10472/kapusta-bryusselskaya-b-z--400-g-1.jpg;шт;Овощи и смеси;10472;;144.9;Капуста брюссельская зам. Ecomarket.ru  -  400 г;kapusta-bryusselskaya-b-z--400-g.html;1
Белки: 16.6;/imgs/products_w/3050/pelmeni-ruchnoy-lepki-iz-myasa-govyadiny-i-baraniny---600-gr--ekomarket-1.jpg;шт;Пельмени и вареники;3050;;495.5;Пельмени ручной лепки из мяса говядины и баранины - 600 г;pelmeni-ruchnoy-lepki-iz-myasa-govyadiny-i-baraniny---600-g-ekomarket.html;1
Белки: ;/imgs/products_w/11519/detskie-vlazhnye-salfetki-babysanft--hipp---112-sht-1.jpg;шт;Подгузники и салфетки;11519;489.5;489.5;Детские влажные салфетки BabySanft, HiPP - 112 шт;detskie-vlazhnye-salfetki-babysanft--hipp---112-sht.html;1
Белки: ;/imgs/products_w/4242/zubnaya-pasta-dlya-predotvrascheniya-zubnogo-kamnya-systema-tartar-control--cj-lion---120-g-1.jpg;шт;Уход за полостью рта;4242;;265.7;Зубная паста для предотвращения зубного камня Systema Tartar Control, CJ Lion ~ 120 г;zubnaya-pasta-dlya-predotvrascheniya-zubnogo-kamnya-systema-tartar-control--cj-lion---120-g.html;1
Белки: ;/imgs/products_w/5408/zubnaya-pasta-otbelivayuschaya-zast-lion--cj-lion---150-g-1.jpg;шт;Уход за полостью рта;5408;;265.7;Зубная паста отбеливающая Zact Lion, CJ Lion ~ 150 г;zubnaya-pasta-otbelivayuschaya-zact-lion--cj-lion---150-g.html;1
Белки: ;/imgs/products_w/5908/zubnaya-pasta-s-uglem-ot-naleta-i-zubnogo-kamnya--twin-lotus-herbaliste---50-g-1.jpg;шт;Уход за полостью рта;5908;;485.8;Зубная паста с углем от налета и зубного камня, Twin Lotus Herbaliste ~ 50 г;zubnaya-pasta-s-uglem-ot-naleta-i-zubnogo-kamnya--twin-lotus-herbaliste---50-g.html;1
Белки: ;/imgs/products_w/4258/zubnaya-pasta-dlya-vosstanovleniya-estestvennoy-belizny-zubov--twin-lotus-herbal-plus-salt---90-g-1.1603572075.jpg;шт;Уход за полостью рта;4258;;344.8;Зубная паста для восстановления естественной белизны зубов, Twin Lotus Herbal Plus Salt ~ 90 г;zubnaya-pasta-dlya-vosstanovleniya-estestvennoy-belizny-zubov--twin-lotus-herbal-plus-salt---90-g.html;1
Белки: 14.3;/imgs/products_w/779/hlebnye-palochki-grissini-iz-spelty---125-g-1.1606230119.jpg;шт;Гриссини и фокачча ;779;;245.6;"Хлебные палочки ""Гриссини из спельты"" - 125 г";hlebnye-palochki-grissini-iz-spelty---125-g.html;1
Белки: ;/imgs/products_w/5906/zubnaya-pasta-s-travami-svezhest-i-prohlada--twin-lotus-herbal---100-g-1.jpg;шт;Уход за полостью рта;5906;;235.8;Зубная паста с травами Свежесть и прохлада, Twin Lotus Herbal - 100 г;zubnaya-pasta-s-travami-svezhest-i-prohlada--twin-lotus-herbal---100-g.html;1
Белки: 0;/imgs/products_w/2138/maslo-syrodavlennoe-gorchichnoe---250-ml--trawa-1.jpg;шт;Масло и уксус;2138;;424.6;Масло Сыродавленное горчичное, TRAWA - 250 мл;maslo-syrodavlennoe-gorchichnoe--trawa---250-ml.html;1
Белки: 0.8 г;/imgs/products_w/1953/mandariny-mini---500-g-1.jpg;кг;Фрукты;1953;;295.8;Мандарины мини ~ 500 г;mandariny-mini---500-g.html;0.5
Белки: ;/imgs/products_w/8119/kotleta-rastitelnaya-burgernaya-delux--awakepower-2-sht---260-g-1.1611829976.jpg;шт;Растительные vegan;8119;;925.3;Котлета растительная бургерная Delux  AwakePower 2 шт ~ 260 г;kotleta-rastitelnaya-burgernaya-delux--awakepower-2-sht---260-g.html;1
Белки: 1,9 г.;/imgs/products_w/482/sparzha---400-g-1.jpeg;шт;Зелень и салаты ;482;;785.95;Спаржа - 400 г;sparzha---400-g.html;1
Белки: 12,5;/imgs/products_w/9508/kotlety-rastit--dlya-burgera-zamorozh--800g--karton--korobka--eda-buduschego--8sht--1.jpg;шт;Растительные vegan;9508;;595.5;Котлеты растительные Hiburger для бургера 8 шт - 800 г;kotlety-rastitelnye-hiburger-dlya-burgera-8-sht---800-g.html;1
Белки: ;/imgs/products_w/4257/zubnaya-pasta-dlya-ezhednevnogo-uhoda--president-classic---75-g-1.jpg;шт;Уход за полостью рта;4257;;335.7;Зубная паста для ежедневного ухода, President Classic ~ 75 г;zubnaya-pasta-dlya-ezhednevnogo-uhoda--president-classic---75-g.html;1
Белки: 14,4;/imgs/products_w/9509/kotlety-rastit--domashnie-zamorozh--800g--karton--korobka--eda-buduschego--8sht--1.jpg;шт;Растительные vegan;9509;;495.5;Котлеты растительные замороженные Домашние Hi 8 шт - 800 г;kotlety-rastitelnye-zamorozhennye-domashnie-hi-8-sht---800-g.html;1
Белки: ;/imgs/products_w/9280/zubnaya-pasta-president-eco-bio---75-ml-1.1615196233.jpeg;шт;Уход за полостью рта;9280;;315.7;Зубная паста President Eco bio - 75 мл;zubnaya-pasta-president-eco-bio---75-ml.html;1
Белки: ;/imgs/products_w/9281/zubnaya-pasta-president-smokers--75-ml-1.jpeg;шт;Уход за полостью рта;9281;;309.7;Зубная паста President smokers- 75 мл;zubnaya-pasta-president-smokers--75-ml.html;1
Белки: ;/imgs/products_w/12807/pure-paw-paw-balzam-klassicheskiy-25-g-1.jpg;шт;Уход за кожей лица;12807;;419.5;Восстанавливающий бальзам без запаха, Pure Paw Paw - 25 г;pure-paw-paw-balzam-klassicheskiy-25-g.html;1
Белки: ;/imgs/products_w/11520/detskie-vlazhnye-salfetki-babysanft--hipp---56-sht-1.jpg;шт;Подгузники и салфетки;11520;269.5;269.5;Детские влажные салфетки BabySanft, HiPP - 56 шт;detskie-vlazhnye-salfetki-babysanft--hipp---56-sht.html;1
Белки: 0;/imgs/products_w/513/maslo-syrodavlennoe-greckogo-oreha-250-ml--trawa-1.jpg;шт;Масло и уксус;513;;1033.5;Масло сыродавленное грецкого ореха, TRAWA - 250 мл;maslo-syrodavlennoe-greckogo-oreha--trawa---250-ml.html;1
Белки: 5,3;/imgs/products_w/11779/-morozhenoe-plombir--solenaya-karamel--massovaya-dolya-molochnogo-zhira-12--1.jpg;шт;Мороженое;11779;;399.7;Мороженое пломбир Соленая карамель Ecomarket.ru - 330 г;-morozhenoe-plombir--solenaya-karamel--massovaya-dolya-molochnogo-zhira-12-.html;1
Белки: 13;/imgs/products_w/2829/kolbasa-govyazhya---300-g-1.jpg;кг;Мясные деликатесы;2829;;545.8;Колбаса говяжья Халяль ~ 300 г;govyazhya-kolbasa-p-k-nat-ob-vak-up-.html;0.3
Белки: 8,5 г.;/imgs/products_w/7444/kasha-ovsyanaya-s-kokosom-bez-glyutena-semix---65-g-1.jpg;шт;Каша, мюсли, гранола;7444;;59.5;Каша овсяная с кокосом без глютена, SEMIX - 65 г;kasha-ovsyanaya-s-kokosom-bez-glyutena--semix---65-g.html;1
Белки: ;/imgs/products_w/12571/pure-paw-paw-balzam-klassicheskiy--15-g-1.JPG;шт;Уход за кожей лица;12571;;310.5;Восстанавливающий бальзам для губ без запаха, Pure Paw Paw - 15 г;pure-paw-paw-balzam-klassicheskiy--15-g.html;1
Белки: ;/imgs/products_w/12572/pure-paw-paw-balzam-s-aromatom-arbuza--15-g-1.JPG;шт;Уход за кожей лица;12572;;310.5;Восстанавливающий бальзам для губ с ароматом Арбузная Жевачка, Pure Paw Paw - 15 г;pure-paw-paw-balzam-s-aromatom-arbuza--15-g.html;1
Белки: ;/imgs/products_w/12573/pure-paw-paw-balzam-s-aromatom-klubniki--15-g-1.JPG;шт;Уход за кожей лица;12573;;310.5;Восстанавливающий бальзам для губ с ароматом Клубничный Смузи, Pure Paw Paw - 15 г;pure-paw-paw-balzam-s-aromatom-klubniki--15-g.html;1
Белки: ;/imgs/products_w/12574/pure-paw-paw-balzam-s-aromatom-kokosa--15-g-1.JPG;шт;Уход за кожей лица;12574;;310.5;Восстанавливающий бальзам для губ с ароматом Кокос, Pure Paw Paw - 15 г;pure-paw-paw-balzam-s-aromatom-kokosa--15-g.html;1
Белки: 9.8;/imgs/products_w/808/yagoda--molotaya-asai-100-gr--fil-gud-1.jpg;шт;Суперфуды и протеины ;808;;1685.8;Асаи молотая ягода - 100 г;asai-molotaya-yagoda---100-g.html;1
Белки: 7,22 г.;/imgs/products_w/7724/pirozhnoe-vegetarianskoe-laym-klubnika---140-g-1.jpg;шт;Йогурты, мороженое vegan;7724;;255.8;Десерт веганский лайм-клубника Ecomarket.ru - 140 г;desert-veganskiy-laym-klubnika-ecomarket-ru---140-g.html;1
Белки: 8.5;/imgs/products_w/5939/popkorn-holy-corn-morskaya-sol---60-g-1.jpg;шт;Чипсы и снеки;5939;;155.5;Попкорн Holy Corn морская соль - 60 г;popkorn-holy-corn-morskaya-sol---60-g.html;1
Белки: ;/imgs/products_w/9013/anatomicheskaya-podushka-larson-ekotekstil---72h42h15-sm-1.jpg;шт;Хозяйственные товары  | Подарочные наборы;9013;;6800;Анатомическая подушка Larson экотекстиль - 72х42х15 см;anatomicheskaya-podushka-larson-ekotekstil---72h42h15-sm.html;1
Белки: ;/imgs/products_w/10818/olivki-kalamata-s-kostochkoy-ecomarket-ru---200-g-1.1623706649.jpg;шт;Овощные консервы;10818;;295.8;Оливки Каламата с косточкой Ecomarket.ru - 200 г;olivki-kalamata-s-kostochkoy-ecomarket-ru---200-g.html;1
Белки: 3,0;/imgs/products_w/10823/moloko-organicheskoe-pasterizovannoe-celnoe-3-2-4----750-ml-1.jpg;шт;Молоко и сливки;10823;136.9;119;Молоко органическое пастеризованное цельное 3,2-4% -  750 мл;moloko-organicheskoe-pasterizovannoe-celnoe-3-2-4-----750-ml.html;1
Белки: 15,9;/imgs/products_w/9547/bezlaktoznyy-tvorog-ecomarket-ru---150-gr-1.JPG;шт;Масло, творог, сметана | Без лактозы;9547;;275.5;Безлактозный творог Ecomarket.ru - 150 г;bezlaktoznyy-tvorog-ecomarket-ru---150-g.html;1
Белки: 1,8;/imgs/products_w/9551/kokosovyy-yogurt-s-semenami-chia-i-siropom-topinambura-ecomarket-ru---170-gr-1.JPG;шт;Йогурты и кисломолочные;9551;;186.6;Кокосовый йогурт с семенами чиа и сиропом топинамбура Ecomarket.ru - 170 г;kokosovyy-yogurt-s-semenami-chia-i-siropom-topinambura-ecomarket-ru---170-g.html;1
Белки: ;/imgs/products_w/11087/azu-iz-govyadiny-ohl--ecomarket-ru---500-g-1.1621544826.jpeg;кг;Говядина и баранина;11087;;475.35;Азу из говядины Халяль Ecomarket.ru ~ 500 г;azu-iz-govyadiny-ohl--ecomarket-ru---500-g.html;0.5
Белки: 15 г.;/imgs/products_w/83/funduk-syroy----500-g--semushka-1.1612348208.jpg;шт;Семена и орехи;83;;608.5;Фундук сырой - 500 г;funduk-syroy---500-g-semushka.html;1
