name;unit;weight;category;article;image_url;images;price;sale_price;url;brand;Brand;Count;IsSoldOut;FavoriteCategoryId;GoodsCategoryId;DefaultCategoryName;Id;ImageUrl;InCartCount;BasketItemId;Name;Manufacturer;Price;BruttoWeight;NetWeight;SaleUnit;OriginalId;Slug;SizeWidth;SizeHeight;SizeLength;ModelId;Preorder;Ads;AlternativesGoodsIds;CrosslinksGoodsIds;SuggestsGoodsIds;IsAllowHomeDelivery;Expired;IsAlcohol;ShowAlcoholNotDelivered;IsTobacco;IsLiked;AbleAddLiked;CanLiked;LikedTooltip;AddressDeliveryAvailable;LogSource;LogSourceId;SubscribeEmail;SubscribeSMS;RootCategoryId;RootCategoryName;ImageSmallUrl;ImageBigUrl;ImagePreviewUrl;ImageHighUrl;MaxSaleQuantity;Images;Videos;LoyaltyBonus;GoodsUnitList;PropertyList;IsWeight;IsTree;CanComment
Диффузор ароматический Aroma Harmony Новогодняя ель 50 мл;шт;0.115;Новый год | Ароматы для дома;3500669;https://gcdn.utkonos.ru/resample/250x250/images/photo/3500/3500669H.jpg?mtime=6172c09b;;221.00;;https://www.utkonos.ru/item/3500669/diffuzor-aromaticheskij-aroma-harmony-novogodnjaja-el-50-ml;Aroma Harmony;Aroma Harmony;44;False;;395;Ароматы для дома;3500669;https://gcdn.utkonos.ru/resample/{size}/images/photo/3500/3500669H.jpg?mtime=6172c09b;0;0;Диффузор ароматический Aroma Harmony Новогодняя ель 50 мл;Россия;221.00;0.115;0.05;ST;3500669;diffuzor-aromaticheskij-aroma-harmony-novogodnjaja-el-50-ml;58;190;60;2602419;False;;;;;True;False;False;True;False;False;False;False;;False;catalogue;4520;False;False;320;Товары для дома, текстиль;https://gcdn.utkonos.ru/resample/100x100/images/photo/3500/3500669H.jpg?mtime=6172c09b;https://gcdn.utkonos.ru/resample/250x250/images/photo/3500/3500669H.jpg?mtime=6172c09b;https://gcdn.utkonos.ru/resample/500x500/images/photo/3500/3500669H.jpg?mtime=6172c09b;https://gcdn.utkonos.ru/resample/900x900/images/photo/3500/3500669H.jpg?mtime=6172c09b;44;[{'SmallUrl': 'https://gcdn.utkonos.ru/images/photo/3500/3500669B.jpg?mtime=6172c09b', 'BigUrl': 'https://gcdn.utkonos.ru/images/photo/3500/3500669S.jpg?mtime=6172c09b', 'ResampleUrl': 'https://gcdn.utkonos.ru/resample/{size}/images/photo/3500/3500669H.jpg?mtime=6172c09b'}, {'SmallUrl': 'https://gcdn.utkonos.ru/images/photo/3500/3500669_1B.jpg?mtime=6172c09b', 'BigUrl': 'https://gcdn.utkonos.ru/images/photo/3500/3500669_1S.jpg?mtime=6172c09b', 'ResampleUrl': 'https://gcdn.utkonos.ru/resample/{size}/images/photo/3500/3500669_1H.jpg?mtime=6172c09b'}];;{'NeedFetch': True};[{'UnitType': 'ST', 'Price': 221, 'OldPrice': None, 'UnitName': 'шт', 'Type': 'basic'}];[{'Id': '2258', 'Title': 'Цена', 'PropertyTypeId': 1, 'ItemId': '3500669', 'Value': '221', 'ValueId': '2389252', 'PropertyCatalogueVisible': False, 'PropertyCatalogueOrdering': 0}, {'Id': '2207', 'Title': 'Тип продукта', 'PropertyTypeId': 2, 'ItemId': '3500669', 'Value': 'Диффузор ароматический', 'ValueId': '773444', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 1}, {'Id': '479', 'Title': 'Бренд', 'PropertyTypeId': 2, 'ItemId': '3500669', 'Value': 'Aroma Harmony', 'ValueId': '2237951', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 5}, {'Id': '480', 'Title': 'Страна', 'PropertyTypeId': 2, 'ItemId': '3500669', 'Value': 'Россия', 'ValueId': '447583', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 6}, {'Id': '837', 'Title': 'Модель', 'PropertyTypeId': 2, 'ItemId': '3500669', 'Value': '3500669', 'ValueId': '2602419', 'PropertyCatalogueVisible': False, 'PropertyCatalogueOrdering': 7}, {'Id': '2075', 'Title': 'Вес товара', 'PropertyTypeId': 1, 'ItemId': '3500669', 'Value': '0.115', 'ValueId': '906131', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 8}];False;False;False
Кекс Lebkuchen-Sсhmidt Рождественский мини-штоллен 200 г;шт;0.25;Новый год | Кексы, рулеты;3381684;https://gcdn.utkonos.ru/resample/250x250/images/photo/3381/3381684H.jpg?mtime=5f6e5a90;;734.00;;https://www.utkonos.ru/item/3381684/keks-lebkuchen-sshmidt-rozhdestvenskij-mini-shtollen-0-2kg;Lebkuchen-Schmidt;Lebkuchen-Schmidt;47;False;;57;Кексы, рулеты;3381684;https://gcdn.utkonos.ru/resample/{size}/images/photo/3381/3381684H.jpg?mtime=5f6e5a90;0;0;Кекс Lebkuchen-Sсhmidt Рождественский мини-штоллен 200 г;Германия;734.00;0.25;0.2;ST;3381684;keks-lebkuchen-sshmidt-rozhdestvenskij-mini-shtollen-0-2kg;80;55;145;1923481;False;;;;;True;False;False;True;False;False;False;False;;False;catalogue;4520;False;False;52;Сладости, торты, пирожные;https://gcdn.utkonos.ru/resample/100x100/images/photo/3381/3381684H.jpg?mtime=5f6e5a90;https://gcdn.utkonos.ru/resample/250x250/images/photo/3381/3381684H.jpg?mtime=5f6e5a90;https://gcdn.utkonos.ru/resample/500x500/images/photo/3381/3381684H.jpg?mtime=5f6e5a90;https://gcdn.utkonos.ru/resample/900x900/images/photo/3381/3381684H.jpg?mtime=5f6e5a90;47;[{'SmallUrl': 'https://gcdn.utkonos.ru/images/photo/3381/3381684B.jpg?mtime=5f6e5a90', 'BigUrl': 'https://gcdn.utkonos.ru/images/photo/3381/3381684S.jpg?mtime=5f6e5a90', 'ResampleUrl': 'https://gcdn.utkonos.ru/resample/{size}/images/photo/3381/3381684H.jpg?mtime=5f6e5a90'}, {'SmallUrl': 'https://gcdn.utkonos.ru/images/photo/3381/3381684_1B.jpg?mtime=5f6e5a90', 'BigUrl': 'https://gcdn.utkonos.ru/images/photo/3381/3381684_1S.jpg?mtime=5f6e5a90', 'ResampleUrl': 'https://gcdn.utkonos.ru/resample/{size}/images/photo/3381/3381684_1H.jpg?mtime=5f6e5a90'}, {'SmallUrl': 'https://gcdn.utkonos.ru/images/photo/3381/3381684_2B.jpg?mtime=5f6e5a90', 'BigUrl': 'https://gcdn.utkonos.ru/images/photo/3381/3381684_2S.jpg?mtime=5f6e5a90', 'ResampleUrl': 'https://gcdn.utkonos.ru/resample/{size}/images/photo/3381/3381684_2H.jpg?mtime=5f6e5a90'}];;{'NeedFetch': True};[{'UnitType': 'ST', 'Price': 734, 'OldPrice': None, 'UnitName': 'шт', 'Type': 'basic'}];[{'Id': '2258', 'Title': 'Цена', 'PropertyTypeId': 1, 'ItemId': '3381684', 'Value': '699', 'ValueId': '2387942', 'PropertyCatalogueVisible': False}, {'Id': '2258', 'Title': 'Цена', 'PropertyTypeId': 1, 'ItemId': '3381684', 'Value': '567', 'ValueId': '2389722', 'PropertyCatalogueVisible': False}, {'Id': '2207', 'Title': 'Тип продукта', 'PropertyTypeId': 2, 'ItemId': '3381684', 'Value': 'Рождественский кекс', 'ValueId': '839068', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 0}, {'Id': '1513', 'Title': 'Вид теста', 'PropertyTypeId': 2, 'ItemId': '3381684', 'Value': 'Дрожжевое', 'ValueId': '688654', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 1}, {'Id': '94', 'Title': 'Режим хранения', 'PropertyTypeId': 2, 'ItemId': '3381684', 'Value': 'При комнатной температуре', 'ValueId': '874350', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 4}, {'Id': '479', 'Title': 'Бренд', 'PropertyTypeId': 2, 'ItemId': '3381684', 'Value': 'Lebkuchen-Schmidt', 'ValueId': '1923273', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 7}, {'Id': '480', 'Title': 'Страна', 'PropertyTypeId': 2, 'ItemId': '3381684', 'Value': 'Германия', 'ValueId': '456085', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 8}, {'Id': '102', 'Title': 'Упаковка', 'PropertyTypeId': 2, 'ItemId': '3381684', 'Value': 'Картонная упаковка', 'ValueId': '666292', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 9}, {'Id': '836', 'Title': 'Вес продукта', 'PropertyTypeId': 1, 'ItemId': '3381684', 'Value': '0.2', 'ValueId': '654874', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 10}, {'Id': '837', 'Title': 'Модель', 'PropertyTypeId': 2, 'ItemId': '3381684', 'Value': '3381684', 'ValueId': '1923481', 'PropertyCatalogueVisible': False, 'PropertyCatalogueOrdering': 11}];False;False;False
Елочное украшение Holiday Classics Гранат 8х5.5х9.5 см;шт;0.1;Новый год | Елочные шары и игрушки;3482003;https://gcdn.utkonos.ru/resample/250x250/images/photo/3482/3482003H.jpg?mtime=61822077;;787.00;;https://www.utkonos.ru/item/3482003/elochnoe-ukrashenie-holiday-classics-granat-8kh5-5kh9-5-sm;Holiday Classics;Holiday Classics;24;False;;4528;Елочные шары и игрушки;3482003;https://gcdn.utkonos.ru/resample/{size}/images/photo/3482/3482003H.jpg?mtime=61822077;0;0;Елочное украшение Holiday Classics Гранат 8х5.5х9.5 см;Китай;787.00;0.1;0.1;ST;3482003;elochnoe-ukrashenie-holiday-classics-granat-8kh5-5kh9-5-sm;55;95;80;2542270;False;;;;;True;False;False;True;False;False;False;False;;False;catalogue;4520;False;False;4520;Новый год;https://gcdn.utkonos.ru/resample/100x100/images/photo/3482/3482003H.jpg?mtime=61822077;https://gcdn.utkonos.ru/resample/250x250/images/photo/3482/3482003H.jpg?mtime=61822077;https://gcdn.utkonos.ru/resample/500x500/images/photo/3482/3482003H.jpg?mtime=61822077;https://gcdn.utkonos.ru/resample/900x900/images/photo/3482/3482003H.jpg?mtime=61822077;24;[{'SmallUrl': 'https://gcdn.utkonos.ru/images/photo/3482/3482003B.jpg?mtime=61822077', 'BigUrl': 'https://gcdn.utkonos.ru/images/photo/3482/3482003S.jpg?mtime=61822077', 'ResampleUrl': 'https://gcdn.utkonos.ru/resample/{size}/images/photo/3482/3482003H.jpg?mtime=61822077'}, {'SmallUrl': 'https://gcdn.utkonos.ru/images/photo/3482/3482003_1B.jpg?mtime=618a11be', 'BigUrl': 'https://gcdn.utkonos.ru/images/photo/3482/3482003_1S.jpg?mtime=618a11be', 'ResampleUrl': 'https://gcdn.utkonos.ru/resample/{size}/images/photo/3482/3482003_1H.jpg?mtime=618a11be'}, {'SmallUrl': 'https://gcdn.utkonos.ru/images/photo/3482/3482003_2B.jpg?mtime=618a11be', 'BigUrl': 'https://gcdn.utkonos.ru/images/photo/3482/3482003_2S.jpg?mtime=618a11be', 'ResampleUrl': 'https://gcdn.utkonos.ru/resample/{size}/images/photo/3482/3482003_2H.jpg?mtime=618a11be'}];;{'NeedFetch': True};[{'UnitType': 'ST', 'Price': 787, 'OldPrice': None, 'UnitName': 'шт', 'Type': 'basic'}];[{'Id': '2258', 'Title': 'Цена', 'PropertyTypeId': 1, 'ItemId': '3482003', 'Value': '538', 'ValueId': '2388957', 'PropertyCatalogueVisible': False, 'PropertyCatalogueOrdering': 0}, {'Id': '2207', 'Title': 'Тип продукта', 'PropertyTypeId': 2, 'ItemId': '3482003', 'Value': 'Украшение ёлочное', 'ValueId': '729637', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 1}, {'Id': '326', 'Title': 'Материал', 'PropertyTypeId': 2, 'ItemId': '3482003', 'Value': 'Стекло', 'ValueId': '1997362', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 3}, {'Id': '479', 'Title': 'Бренд', 'PropertyTypeId': 2, 'ItemId': '3482003', 'Value': 'Holiday Classics', 'ValueId': '2252791', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 6}, {'Id': '480', 'Title': 'Страна', 'PropertyTypeId': 2, 'ItemId': '3482003', 'Value': 'Китай', 'ValueId': '440615', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 7}];False;False;False
Елочное украшение Юниопт Космонавт 11 см;шт;0.027;Новый год | Елочные шары и игрушки;3505438;https://gcdn.utkonos.ru/resample/250x250/images/photo/3505/3505438H.jpg?mtime=6181150c;;335.00;;https://www.utkonos.ru/item/3505438/elochnoe-ukrashenie-juniopt-kosmonavt-11-sm;Юниопт;Юниопт;10;False;;4528;Елочные шары и игрушки;3505438;https://gcdn.utkonos.ru/resample/{size}/images/photo/3505/3505438H.jpg?mtime=6181150c;0;0;Елочное украшение Юниопт Космонавт 11 см;Россия;335.00;0.027;0.026;ST;3505438;elochnoe-ukrashenie-juniopt-kosmonavt-11-sm;40;100;75;2623206;False;;;;;True;False;False;True;False;False;False;False;;False;catalogue;4520;False;False;4520;Новый год;https://gcdn.utkonos.ru/resample/100x100/images/photo/3505/3505438H.jpg?mtime=6181150c;https://gcdn.utkonos.ru/resample/250x250/images/photo/3505/3505438H.jpg?mtime=6181150c;https://gcdn.utkonos.ru/resample/500x500/images/photo/3505/3505438H.jpg?mtime=6181150c;https://gcdn.utkonos.ru/resample/900x900/images/photo/3505/3505438H.jpg?mtime=6181150c;10;[{'SmallUrl': 'https://gcdn.utkonos.ru/images/photo/3505/3505438B.jpg?mtime=6181150c', 'BigUrl': 'https://gcdn.utkonos.ru/images/photo/3505/3505438S.jpg?mtime=6181150c', 'ResampleUrl': 'https://gcdn.utkonos.ru/resample/{size}/images/photo/3505/3505438H.jpg?mtime=6181150c'}];;{'NeedFetch': True};[{'UnitType': 'ST', 'Price': 335, 'OldPrice': None, 'UnitName': 'шт', 'Type': 'basic'}];[{'Id': '2258', 'Title': 'Цена', 'PropertyTypeId': 1, 'ItemId': '3505438', 'Value': '207', 'ValueId': '2388542', 'PropertyCatalogueVisible': False, 'PropertyCatalogueOrdering': 0}, {'Id': '2207', 'Title': 'Тип продукта', 'PropertyTypeId': 2, 'ItemId': '3505438', 'Value': 'Украшение ёлочное', 'ValueId': '729637', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 1}, {'Id': '326', 'Title': 'Материал', 'PropertyTypeId': 2, 'ItemId': '3505438', 'Value': 'Стекло', 'ValueId': '1997362', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 3}, {'Id': '479', 'Title': 'Бренд', 'PropertyTypeId': 2, 'ItemId': '3505438', 'Value': 'Юниопт', 'ValueId': '2276579', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 6}, {'Id': '480', 'Title': 'Страна', 'PropertyTypeId': 2, 'ItemId': '3505438', 'Value': 'Россия', 'ValueId': '447583', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 7}];False;False;False
Украшение Новогоднее Magic Time оконное новогодние Шарики 30х38 см;шт;0.058;Новый год | Украшения для окон и стен;3503988;https://gcdn.utkonos.ru/resample/250x250/images/photo/3503/3503988H.jpg?mtime=618cd5b7;;188.00;;https://www.utkonos.ru/item/3503988/ukrashenie-novogodnee-magic-time-okonnoe-novogodnie-shariki-30kh38-sm;Magic Time;Magic Time;28;False;;4532;Украшения для окон и стен;3503988;https://gcdn.utkonos.ru/resample/{size}/images/photo/3503/3503988H.jpg?mtime=618cd5b7;0;0;Украшение Новогоднее Magic Time оконное новогодние Шарики 30х38 см;Китай;188.00;0.058;0.05;ST;3503988;ukrashenie-novogodnee-magic-time-okonnoe-novogodnie-shariki-30kh38-sm;380;300;2;2616938;False;;;;;True;False;False;True;False;False;False;False;;False;catalogue;4520;False;False;4520;Новый год;https://gcdn.utkonos.ru/resample/100x100/images/photo/3503/3503988H.jpg?mtime=618cd5b7;https://gcdn.utkonos.ru/resample/250x250/images/photo/3503/3503988H.jpg?mtime=618cd5b7;https://gcdn.utkonos.ru/resample/500x500/images/photo/3503/3503988H.jpg?mtime=618cd5b7;https://gcdn.utkonos.ru/resample/900x900/images/photo/3503/3503988H.jpg?mtime=618cd5b7;28;[{'SmallUrl': 'https://gcdn.utkonos.ru/images/photo/3503/3503988B.jpg?mtime=618cd5b7', 'BigUrl': 'https://gcdn.utkonos.ru/images/photo/3503/3503988S.jpg?mtime=618cd5b7', 'ResampleUrl': 'https://gcdn.utkonos.ru/resample/{size}/images/photo/3503/3503988H.jpg?mtime=618cd5b7'}];;{'NeedFetch': True};[{'UnitType': 'ST', 'Price': 188, 'OldPrice': None, 'UnitName': 'шт', 'Type': 'basic'}];[{'Id': '2207', 'Title': 'Тип продукта', 'PropertyTypeId': 2, 'ItemId': '3503988', 'Value': 'Украшение на окно', 'ValueId': '2254103', 'PropertyCatalogueVisible': True}, {'Id': '2258', 'Title': 'Цена', 'PropertyTypeId': 1, 'ItemId': '3503988', 'Value': '119', 'ValueId': '2388042', 'PropertyCatalogueVisible': False}, {'Id': '479', 'Title': 'Бренд', 'PropertyTypeId': 2, 'ItemId': '3503988', 'Value': 'Magic Time', 'ValueId': '456407', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 1}, {'Id': '480', 'Title': 'Страна', 'PropertyTypeId': 2, 'ItemId': '3503988', 'Value': 'Китай', 'ValueId': '440615', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 2}];False;False;False
Гирлянда светодиодная Neon-Night Ретро-лампы тепло-белая 100 диодов 3 м;шт;0.25;Новый год | Электрические гирлянды;3413299;https://gcdn.utkonos.ru/resample/250x250/images/photo/3413/3413299H.jpg?mtime=5f86e907;;1679.00;;https://www.utkonos.ru/item/3413299/girljanda-svetodiodnaja-neon-night-retro-lampy-100-diodov-teplo-belaja-3-m;Neon-Night;Neon-Night;60;False;;4531;Электрические гирлянды;3413299;https://gcdn.utkonos.ru/resample/{size}/images/photo/3413/3413299H.jpg?mtime=5f86e907;0;0;Гирлянда светодиодная Neon-Night Ретро-лампы тепло-белая 100 диодов 3 м;Китай;1679.00;0.25;0.235;ST;3413299;girljanda-svetodiodnaja-neon-night-retro-lampy-100-diodov-teplo-belaja-3-m;221;138;221;2254359;False;;;;;True;False;False;True;False;False;False;False;;False;catalogue;4520;False;False;4520;Новый год;https://gcdn.utkonos.ru/resample/100x100/images/photo/3413/3413299H.jpg?mtime=5f86e907;https://gcdn.utkonos.ru/resample/250x250/images/photo/3413/3413299H.jpg?mtime=5f86e907;https://gcdn.utkonos.ru/resample/500x500/images/photo/3413/3413299H.jpg?mtime=5f86e907;https://gcdn.utkonos.ru/resample/900x900/images/photo/3413/3413299H.jpg?mtime=5f86e907;60;[{'SmallUrl': 'https://gcdn.utkonos.ru/images/photo/3413/3413299B.jpg?mtime=5f86e907', 'BigUrl': 'https://gcdn.utkonos.ru/images/photo/3413/3413299S.jpg?mtime=5f86e907', 'ResampleUrl': 'https://gcdn.utkonos.ru/resample/{size}/images/photo/3413/3413299H.jpg?mtime=5f86e907'}, {'SmallUrl': 'https://gcdn.utkonos.ru/images/photo/3413/3413299_1B.jpg?mtime=5f86e907', 'BigUrl': 'https://gcdn.utkonos.ru/images/photo/3413/3413299_1S.jpg?mtime=5f86e907', 'ResampleUrl': 'https://gcdn.utkonos.ru/resample/{size}/images/photo/3413/3413299_1H.jpg?mtime=5f86e907'}, {'SmallUrl': 'https://gcdn.utkonos.ru/images/photo/3413/3413299_2B.jpg?mtime=5f86e907', 'BigUrl': 'https://gcdn.utkonos.ru/images/photo/3413/3413299_2S.jpg?mtime=5f86e907', 'ResampleUrl': 'https://gcdn.utkonos.ru/resample/{size}/images/photo/3413/3413299_2H.jpg?mtime=5f86e907'}, {'SmallUrl': 'https://gcdn.utkonos.ru/images/photo/3413/3413299_3B.jpg?mtime=5f86e907', 'BigUrl': 'https://gcdn.utkonos.ru/images/photo/3413/3413299_3S.jpg?mtime=5f86e907', 'ResampleUrl': 'https://gcdn.utkonos.ru/resample/{size}/images/photo/3413/3413299_3H.jpg?mtime=5f86e907'}, {'SmallUrl': 'https://gcdn.utkonos.ru/images/photo/3413/3413299_4B.jpg?mtime=5f86e907', 'BigUrl': 'https://gcdn.utkonos.ru/images/photo/3413/3413299_4S.jpg?mtime=5f86e907', 'ResampleUrl': 'https://gcdn.utkonos.ru/resample/{size}/images/photo/3413/3413299_4H.jpg?mtime=5f86e907'}, {'SmallUrl': 'https://gcdn.utkonos.ru/images/photo/3413/3413299_5B.jpg?mtime=5f86e907', 'BigUrl': 'https://gcdn.utkonos.ru/images/photo/3413/3413299_5S.jpg?mtime=5f86e907', 'ResampleUrl': 'https://gcdn.utkonos.ru/resample/{size}/images/photo/3413/3413299_5H.jpg?mtime=5f86e907'}, {'SmallUrl': 'https://gcdn.utkonos.ru/images/photo/3413/3413299_6B.jpg?mtime=5f86e907', 'BigUrl': 'https://gcdn.utkonos.ru/images/photo/3413/3413299_6S.jpg?mtime=5f86e907', 'ResampleUrl': 'https://gcdn.utkonos.ru/resample/{size}/images/photo/3413/3413299_6H.jpg?mtime=5f86e907'}, {'SmallUrl': 'https://gcdn.utkonos.ru/images/photo/3413/3413299_7B.jpg?mtime=5f86e907', 'BigUrl': 'https://gcdn.utkonos.ru/images/photo/3413/3413299_7S.jpg?mtime=5f86e907', 'ResampleUrl': 'https://gcdn.utkonos.ru/resample/{size}/images/photo/3413/3413299_7H.jpg?mtime=5f86e907'}, {'SmallUrl': 'https://gcdn.utkonos.ru/images/photo/3413/3413299_8B.jpg?mtime=5f86e907', 'BigUrl': 'https://gcdn.utkonos.ru/images/photo/3413/3413299_8S.jpg?mtime=5f86e907', 'ResampleUrl': 'https://gcdn.utkonos.ru/resample/{size}/images/photo/3413/3413299_8H.jpg?mtime=5f86e907'}, {'SmallUrl': 'https://gcdn.utkonos.ru/images/photo/3413/3413299_9B.jpg?mtime=5f86e907', 'BigUrl': 'https://gcdn.utkonos.ru/images/photo/3413/3413299_9S.jpg?mtime=5f86e907', 'ResampleUrl': 'https://gcdn.utkonos.ru/resample/{size}/images/photo/3413/3413299_9H.jpg?mtime=5f86e907'}];;{'NeedFetch': True};[{'UnitType': 'ST', 'Price': 1679, 'OldPrice': None, 'UnitName': 'шт', 'Type': 'basic'}];[{'Id': '2258', 'Title': 'Цена', 'PropertyTypeId': 1, 'ItemId': '3413299', 'Value': '1646', 'ValueId': '2392727', 'PropertyCatalogueVisible': False, 'PropertyCatalogueOrdering': 0}, {'Id': '2258', 'Title': 'Цена', 'PropertyTypeId': 1, 'ItemId': '3413299', 'Value': '1629', 'ValueId': '2397622', 'PropertyCatalogueVisible': False, 'PropertyCatalogueOrdering': 0}, {'Id': '2207', 'Title': 'Тип продукта', 'PropertyTypeId': 2, 'ItemId': '3413299', 'Value': 'Гирлянда электрическая', 'ValueId': '2001626', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 1}, {'Id': '1740', 'Title': 'Тип питания', 'PropertyTypeId': 2, 'ItemId': '3413299', 'Value': 'Батарейки', 'ValueId': '697829', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 2}, {'Id': '2630', 'Title': 'Количество режимов контроллера', 'PropertyTypeId': 1, 'ItemId': '3413299', 'Value': '1', 'ValueId': '2648274', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 3}, {'Id': '2626', 'Title': 'Размещение', 'PropertyTypeId': 2, 'ItemId': '3413299', 'Value': 'Дом', 'ValueId': '2648258', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 5}, {'Id': '2634', 'Title': 'Наличие таймера', 'PropertyTypeId': 2, 'ItemId': '3413299', 'Value': 'Нет', 'ValueId': '2648470', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 6}, {'Id': '2638', 'Title': 'Цвет свечения', 'PropertyTypeId': 2, 'ItemId': '3413299', 'Value': 'Теплый белый', 'ValueId': '2648486', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 7}, {'Id': '479', 'Title': 'Бренд', 'PropertyTypeId': 2, 'ItemId': '3413299', 'Value': 'Neon-Night', 'ValueId': '826604', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 10}, {'Id': '480', 'Title': 'Страна', 'PropertyTypeId': 2, 'ItemId': '3413299', 'Value': 'Китай', 'ValueId': '440615', 'PropertyCatalogueVisible': True, 'PropertyCatalogueOrdering': 11}];False;False;False
